dir,case_id,slide_id,label
/storage/Pathology/Patches/HunCRC,119,119,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,126,126,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,124,124,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,196,196,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,188,188,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,044,044,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,032,032,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,123,123,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,061,061,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,068,068,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,052,052,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,027,027,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,075,075,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,189,189,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,023,023,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,170,170,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,006,006,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,020,020,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,107,107,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,073,073,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,084,084,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,043,043,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,090,090,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,169,169,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,161,161,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,048,048,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,185,185,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,117,117,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,095,095,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,156,156,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,101,101,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,142,142,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,174,174,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,083,083,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,186,186,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,077,077,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,152,152,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,110,110,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,008,008,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,144,144,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,085,085,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,035,035,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,116,116,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,021,021,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,053,053,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,134,134,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,135,135,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,115,115,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,054,054,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,129,129,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,150,150,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,029,029,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,104,104,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,070,070,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,167,167,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,088,088,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,074,074,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,011,011,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,109,109,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,096,096,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,040,040,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,166,166,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,112,112,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,038,038,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,058,058,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,030,030,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,025,025,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,184,184,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,133,133,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,056,056,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,082,082,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,086,086,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,154,154,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,091,091,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,163,163,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,042,042,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,146,146,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,010,010,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,147,147,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,097,097,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,022,022,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,063,063,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,007,007,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,031,031,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,045,045,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,055,055,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,131,131,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,179,179,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,057,057,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,197,197,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,012,012,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,060,060,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,136,136,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,079,079,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,175,175,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,121,121,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,140,140,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,183,183,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,143,143,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,137,137,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,018,018,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,062,062,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,033,033,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,165,165,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,094,094,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,157,157,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,002,002,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,122,122,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,193,193,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,155,155,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,050,050,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,078,078,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,039,039,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,164,164,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,108,108,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,102,102,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,192,192,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,153,153,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,081,081,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,111,111,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,080,080,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,051,051,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,071,071,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,059,059,OnlyForAggerator
/storage/Pathology/Patches/HunCRC,024,024,OnlyForAggerator
